-232.4118,6343.6389
544.3551,5812.8036
168.9198,4718.1993
3647.4267,4432.6074
7933.2144,5678.8155
2633.7525,2633.7525
5535.2481,444.5023
240.7146,4594.0014
-658.2411,6060.3003
2271.1932,4974.1875
826.6614,5211.228
1487.955,5829.72
-209.8344,5825.9682
1898.9547,5344.4946
-287.2569,5711.4495
483.6492,5644.0836
2897.3775,4931.3748
2113.4622,5272.2669
-351.6591,5714.6907
3203.8818,5218.1655
2622.2196,5191.6032
1395.0813,6180.0471
-940.7916,5760.7335
-497.9571,6010.9053
-694.8933,5921.8278
-353.9013,6210.8163
963.7131,5562.3099
681.8952,5128.6884
-594.2496,4011.6288
-471.9498,6200.9262
477.3777,5779.8255
1108.5792,5943.9168
2768.1624,6678.8589
3063.7554,5234.5935
-468.9417,6380.0358
3216.6024,4551.9102
2270.1942,6072.8544
3388.0974,5599.9611
-1014.4623,4264.8753
1610.1438,5112.3159
-14.1636,5717.2992
680.6409,5506.8876
536.7627,5079.804
-411.1218,4486.2648
-248.9286,5936.3688
596.0478,4805.9115
1020.0900,5046.5262
303.1490,5982.9666
824.1306,4854.9624
4175.5203,6188.8938
1285.6020,5342.9961
806.082,4851.8322
3705.4353,3905.6016
-5742.8403,7123.3473
1193.4942,6650.4429
261.0942,5423.0826
2137.7934,4709.7744
1602.5958,5558.3805
2349.3705,4735.5819
-2435.6286,7120.2726
2675.7216,6323.4147
1387.1004,4651.2108
1381.6503,4876.8516
2043.8541,4868.0493
3721.3194,4952.4426
2378.2194,4661.7891
2588.7309,4739.4447
2005.6146,6585.5523
3370.0599,6652.3521
-437.7396,5729.9754
2747.6496,6597.507
4975.8081,4630.3761
2546.8284,4511.0511
2354.1657,5078.1279
2199.8757,4587.3525
-751.9251,6883.1877
-560.661,5579.2152
1056.8199,5232.651
-41.7693,4381.1589
1611.0651,3984.8112
1382.3274,4651.2219
1367.0205,5043.9288
1817.4918,5351.1102
2806.0467,6070.2792
2332.3542,5797.4967
4941.1872,4460.7792
1773.9909,5085.465
948.1287,5258.8359
